run_accession	sample_alias	sample_accession	sample_title	experiment_accession	fastq_ftp	submitted_ftp	submitted_md5	submitted_bytes	library_strategy	library_source	library_selection	instrument_platform	read_count	base_count
ERR4059866	VK505	SAMEA6800228	Viking Age human sample	ERX4058651	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059866/ERR4059866.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059866/VK505.final.bam	bd953523c8bd81a63dfb68c0765f3cd0	4267079993	WGS	GENOMIC	RANDOM PCR	ILLUMINA	65848325	3516618672
ERR4059868	VK507	SAMEA6800230	Viking Age human sample	ERX4058653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059868/ERR4059868.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059868/VK507.final.bam	a9f34518293cea8e6452ead74cdc76bc	2832434997	WGS	GENOMIC	RANDOM PCR	ILLUMINA	40846179	2549125078
ERR4059871	VK510	SAMEA6800233	Viking Age human sample	ERX4058656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059871/ERR4059871.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059871/VK510.final.bam	6900a9a5480cbc018c2a9a904ab32c2b	5133221628	WGS	GENOMIC	RANDOM PCR	ILLUMINA	76368114	4719590429
ERR4059872	VK511	SAMEA6800234	Viking Age human sample	ERX4058657	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059872/ERR4059872.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059872/VK511.final.bam	1e7d81588b505266a0f7b3e367a1c9a7	5624395396	WGS	GENOMIC	RANDOM PCR	ILLUMINA	83807114	5265398320
ERR4059880	VK519	SAMEA6800242	Viking Age human sample	ERX4058665	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059880/ERR4059880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059880/VK519.final.bam	2660497a45d60605423a5657c0ae23a8	775353731	WGS	GENOMIC	RANDOM PCR	ILLUMINA	10392406	672499282
ERR4059884	VK523	SAMEA6800246	Iron Age human sample	ERX4058669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059884/ERR4059884.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059884/VK523.final.bam	fa48b6e973610b770d3cef7723800956	3786436948	WGS	GENOMIC	RANDOM PCR	ILLUMINA	56156304	3111889871
ERR4059887	VK526	SAMEA6800249	Viking Age human sample	ERX4058672	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059887/ERR4059887.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059887/VK526.final.bam	42b1ad710ced0634fc422c232febedfb	6121817131	WGS	GENOMIC	RANDOM PCR	ILLUMINA	93742165	6280339599
ERR4059890	VK529	SAMEA6800252	Viking Age human sample	ERX4058675	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059890/ERR4059890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059890/VK529.final.bam	fa0af73cfa0cd2bb0958f8211b9ee7f2	5594059223	WGS	GENOMIC	RANDOM PCR	ILLUMINA	81733089	5614036644
ERR4059892	VK531	SAMEA6800254	Ancient human sample	ERX4058677	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059892/ERR4059892.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059892/VK531.final.bam	634d8d6ec7dd5ffb17168dad50b5ea35	4518642897	WGS	GENOMIC	RANDOM PCR	ILLUMINA	65365148	4331815443
ERR4059894	VK533	SAMEA6800256	Viking Age human sample	ERX4058679	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059894/ERR4059894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059894/VK533.final.bam	04059a1f7ce59d62d422a44552050b2a	13773309337	WGS	GENOMIC	RANDOM PCR	ILLUMINA	216744468	14955499586
ERR4059895	VK534	SAMEA6800257	Viking Age human sample	ERX4058680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059895/ERR4059895.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059895/VK534.final.bam	f3dcadf39b927843fb91a37d3734e651	3978817511	WGS	GENOMIC	RANDOM PCR	ILLUMINA	59347987	3584669658
ERR4059902	VK541	SAMEA6800264	Viking Age human sample	ERX4058687	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059902/ERR4059902.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059902/VK541.final.bam	7184d45eb28b4163509fbfd2d137694f	8247617698	WGS	GENOMIC	RANDOM PCR	ILLUMINA	129553519	7935321487
ERR4059906	VK545	SAMEA6800268	Viking Age human sample	ERX4058691	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059906/ERR4059906.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059906/VK545.final.bam	d779960608ebe05092e812237c48b7a3	5721244570	WGS	GENOMIC	RANDOM PCR	ILLUMINA	83747029	5733358738
ERR4059907	VK546	SAMEA6800269	Viking Age human sample	ERX4058692	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059907/ERR4059907.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059907/VK546.final.bam	f345f059b94394de6d2fd1079ca21f86	290270796	WGS	GENOMIC	RANDOM PCR	ILLUMINA	4058891	291446155
ERR4059909	VK548	SAMEA6800271	Viking Age human sample	ERX4058694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059909/ERR4059909.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059909/VK548.final.bam	9b8d4236e4fb3891431d262a366e8c0e	9948929702	WGS	GENOMIC	RANDOM PCR	ILLUMINA	164756976	10546595356
ERR4059910	VK549	SAMEA6800272	Viking Age human sample	ERX4058695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059910/ERR4059910.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059910/VK549.final.bam	4ec9611cb6593bd3f97d1a9c691154af	5521282314	WGS	GENOMIC	RANDOM PCR	ILLUMINA	84969325	5187764817
ERR4059911	VK550	SAMEA6800273	Viking Age human sample	ERX4058696	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059911/ERR4059911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059911/VK550.final.bam	0c1c73102d52710c18ef2485b5edb338	5835615208	WGS	GENOMIC	RANDOM PCR	ILLUMINA	90120575	5519005274
ERR4059912	VK551	SAMEA6800274	Viking Age human sample	ERX4058697	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059912/ERR4059912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059912/VK551.final.bam	d09d1ce76cdecbb42703933bcdef5414	7423276850	WGS	GENOMIC	RANDOM PCR	ILLUMINA	116240313	7143499736
ERR4059482	VK15	SAMEA6799843	Viking Age human sample	ERX4058267	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059482/ERR4059482.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059482/VK15.final.bam	f5caccc2de4acf862d294e7d578c9d17	3962358396	WGS	GENOMIC	RANDOM PCR	ILLUMINA	53166662	3786622503
ERR4059485	VK18	SAMEA6799846	Viking Age human sample	ERX4058270	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059485/ERR4059485.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059485/VK18.final.bam	6dc7380eb5e9b3d811aaf4efb287b133	2616170385	WGS	GENOMIC	RANDOM PCR	ILLUMINA	33987946	2392875011
ERR4059488	VK21	SAMEA6799849	Viking Age human sample	ERX4058273	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059488/ERR4059488.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059488/VK21.final.bam	05535a578ac35cb6c2c0d6987d4239ab	612617150	WGS	GENOMIC	RANDOM PCR	ILLUMINA	9065938	549336654
ERR4059490	VK23	SAMEA6799851	Viking Age human sample	ERX4058275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059490/ERR4059490.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059490/VK23.final.bam	a5621d4fd02ec078e19a5093a68237fa	1201275696	WGS	GENOMIC	RANDOM PCR	ILLUMINA	15819584	1005342947
ERR4059500	VK39	SAMEA6799861	Viking Age human sample	ERX4058285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059500/ERR4059500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059500/VK39.final.bam	25eb9c58cc5d8e577f0aecc29f6fd1e0	558891008	WGS	GENOMIC	RANDOM PCR	ILLUMINA	6736440	509131317
ERR4059504	VK45	SAMEA6799865	Ancient human sample	ERX4058289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059504/ERR4059504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059504/VK45.final.bam	364efd9718074b3eed6f058e47ad1824	444469669	WGS	GENOMIC	RANDOM PCR	ILLUMINA	6535029	345750495
ERR4059505	VK46	SAMEA6799866	Ancient human sample	ERX4058290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059505/ERR4059505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059505/VK46.final.bam	00c9304ed63382e83d95291ba9a41e20	12943391891	WGS	GENOMIC	RANDOM PCR	ILLUMINA	196413078	13399791897
ERR4059507	VK50	SAMEA6799868	Viking Age human sample	ERX4058292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059507/ERR4059507.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059507/VK50.final.bam	8bf3807fd2b74ad7cdc03391aa224610	19801262183	WGS	GENOMIC	RANDOM PCR	ILLUMINA	320900209	19288505591
ERR4059510	VK56	SAMEA6799871	Viking Age human sample	ERX4058295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059510/ERR4059510.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059510/VK56.final.bam	0af1c4c6718c77ad76fe959282c2ed97	3799681809	WGS	GENOMIC	RANDOM PCR	ILLUMINA	51515663	3294421796
ERR4059512	VK58	SAMEA6799873	Viking Age human sample	ERX4058297	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059512/ERR4059512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059512/VK58.final.bam	36019576616759b0ad6d886a76e35c64	15146841862	WGS	GENOMIC	RANDOM PCR	ILLUMINA	242836826	13972338337
ERR4059513	VK60	SAMEA6799874	Viking Age human sample	ERX4058298	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059513/ERR4059513.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059513/VK60.final.bam	b1ea78084c6c5c370d5b7ec2ec4642b2	2523463927	WGS	GENOMIC	RANDOM PCR	ILLUMINA	31363253	2433567623
ERR4059515	VK64	SAMEA6799876	Viking Age human sample	ERX4058300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059515/ERR4059515.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059515/VK64.final.bam	d95787636ad71803ae41a7e47d6305e1	2785266100	WGS	GENOMIC	RANDOM PCR	ILLUMINA	37007545	2706783561
ERR4059519	VK71	SAMEA6799880	Viking Age human sample	ERX4058304	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059519/ERR4059519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059519/VK71.final.bam	c4e8b1f6b07e0758405758e832edf9e1	740429512	WGS	GENOMIC	RANDOM PCR	ILLUMINA	11381933	537430727
ERR4059520	VK74	SAMEA6799881	Viking Age human sample	ERX4058305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059520/ERR4059520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059520/VK74.final.bam	dc37f30ea12107b222c3d60f9ef21ad3	14684404	WGS	GENOMIC	RANDOM PCR	ILLUMINA	213728	11188112
ERR4059522	VK76	SAMEA6799883	Viking Age human sample	ERX4058307	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059522/ERR4059522.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059522/VK76.final.bam	e44645d280f37b518fea80614b22915f	11638859	WGS	GENOMIC	RANDOM PCR	ILLUMINA	171821	8650039
ERR4059523	VK77	SAMEA6799884	Viking Age human sample	ERX4058308	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059523/ERR4059523.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059523/VK77.final.bam	b4fce731372ba5a97f4fbb7c2af4028e	24891403	WGS	GENOMIC	RANDOM PCR	ILLUMINA	368739	18538765
ERR4059524	VK78	SAMEA6799885	Viking Age human sample	ERX4058309	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059524/ERR4059524.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059524/VK78.final.bam	21d365086b6ecc511ea262410c5a53f5	110273810	WGS	GENOMIC	RANDOM PCR	ILLUMINA	1705977	82682137
ERR4059529	VK92	SAMEA6799890	Viking Age human sample	ERX4058314	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059529/ERR4059529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059529/VK92.final.bam	2a09cb31a434e23326ed7a02cdaad306	1214213307	WGS	GENOMIC	RANDOM PCR	ILLUMINA	16397844	1056033795
ERR4059531	VK95	SAMEA6799892	Viking Age human sample	ERX4058316	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059531/ERR4059531.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059531/VK95.final.bam	da668b161e83c893cf8331cc431a0536	5058138827	WGS	GENOMIC	RANDOM PCR	ILLUMINA	91428403	4082103284
ERR4059532	VK98	SAMEA6799893	Viking Age human sample	ERX4058317	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059532/ERR4059532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059532/VK98.final.bam	7341b1b4d4058c5d80506e76f37d5bd0	9281927856	WGS	GENOMIC	RANDOM PCR	ILLUMINA	174155909	7711861920
ERR4059535	VK102	SAMEA6799896	Viking Age human sample	ERX4058320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059535/ERR4059535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059535/VK102.final.bam	f29fb38f6e6619c9e38fecbff867d023	13755948847	WGS	GENOMIC	RANDOM PCR	ILLUMINA	247578826	12888246269
ERR4059540	VK114	SAMEA6799901	Viking Age human sample	ERX4058325	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059540/ERR4059540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059540/VK114.final.bam	548a653e692a848d597b46d191a298ac	596259534	WGS	GENOMIC	RANDOM PCR	ILLUMINA	8551515	495222460
ERR4059548	VK127	SAMEA6799909	Viking Age human sample	ERX4058333	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059548/ERR4059548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059548/VK127.final.bam	44235eadb23adc51463d5d48b703b769	3176445729	WGS	GENOMIC	RANDOM PCR	ILLUMINA	44325340	3266201620
ERR4059554	VK138	SAMEA6799915	Viking Age human sample	ERX4058339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059554/ERR4059554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059554/VK138.final.bam	d30360f145cb2bbd70e0cb251a44aec9	1409174635	WGS	GENOMIC	RANDOM PCR	ILLUMINA	22196999	1206771408
ERR4059557	VK141	SAMEA6799919	Viking Age human sample	ERX4058342	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059557/ERR4059557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059557/VK141.final.bam	31ddcb0a82e2fed53fb9af8b1e61acdf	5653015901	WGS	GENOMIC	RANDOM PCR	ILLUMINA	77653165	5905969105
ERR4059558	VK143	SAMEA6799920	Viking Age human sample	ERX4058343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059558/ERR4059558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059558/VK143.final.bam	e9b957e742465ad4866438490e601bc2	3586058578	WGS	GENOMIC	RANDOM PCR	ILLUMINA	52450592	3223487176
ERR4059562	VK147	SAMEA6799924	Viking Age human sample	ERX4058347	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059562/ERR4059562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059562/VK147.final.bam	fe9799bf21fa767fdc896392f5cdf093	2778668163	WGS	GENOMIC	RANDOM PCR	ILLUMINA	41175141	2544827225
ERR4059563	VK148	SAMEA6799925	Viking Age human sample	ERX4058348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059563/ERR4059563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059563/VK148.final.bam	203854b843c305d3476cb6c3fd752f3c	163322331	WGS	GENOMIC	RANDOM PCR	ILLUMINA	2080386	133062179
ERR4059565	VK150	SAMEA6799927	Viking Age human sample	ERX4058350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059565/ERR4059565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059565/VK150.final.bam	2d22b73607b741762c64714dc84735bb	3438473442	WGS	GENOMIC	RANDOM PCR	ILLUMINA	52153862	3193007998
ERR4059567	VK153	SAMEA6799929	Viking Age human sample	ERX4058352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059567/ERR4059567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059567/VK153.final.bam	b178dd80bd400b59ff1f3249294cd96c	224292840	WGS	GENOMIC	RANDOM PCR	ILLUMINA	2957268	212012276
ERR4059569	VK155	SAMEA6799931	Viking Age human sample	ERX4058354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059569/ERR4059569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059569/VK155.final.bam	5b844dd1bf6dcf9cd74607f64ad32167	872635268	WGS	GENOMIC	RANDOM PCR	ILLUMINA	10891974	841584601
ERR4059572	VK158	SAMEA6799934	Viking Age human sample	ERX4058357	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059572/ERR4059572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059572/VK158.final.bam	7c37e474849402eb5f9a5de338db7704	168175405	WGS	GENOMIC	RANDOM PCR	ILLUMINA	2704177	119675736
ERR4059573	VK159	SAMEA6799935	Viking Age human sample	ERX4058358	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059573/ERR4059573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059573/VK159.final.bam	02956a2b3ad3e2d93ba2f806f05bd71f	1183461036	WGS	GENOMIC	RANDOM PCR	ILLUMINA	15600276	1119328828
ERR4059574	VK160	SAMEA6799936	Viking Age human sample	ERX4058359	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059574/ERR4059574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059574/VK160.final.bam	d300223aaf1fb656105c74b75237a180	6484117947	WGS	GENOMIC	RANDOM PCR	ILLUMINA	95803182	5497423358
ERR4059576	VK163	SAMEA6799938	Viking Age human sample	ERX4058361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059576/ERR4059576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059576/VK163.final.bam	a0013e6a77cc3ef91838ea9994aef752	73755845	WGS	GENOMIC	RANDOM PCR	ILLUMINA	980131	58282952
ERR4059577	VK164	SAMEA6799939	Viking Age human sample	ERX4058362	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059577/ERR4059577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059577/VK164.final.bam	4d455f764acf739310cd9dbeef8e6064	8717654	WGS	GENOMIC	RANDOM PCR	ILLUMINA	104116	7002723
ERR4059584	VK172	SAMEA6799946	Viking Age human sample	ERX4058369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059584/ERR4059584.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059584/VK172.final.bam	5e62e4c048b881a027e9507ab9111b59	3908362284	WGS	GENOMIC	RANDOM PCR	ILLUMINA	56632696	3674584451
ERR4059589	VK177	SAMEA6799951	Viking Age human sample	ERX4058374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059589/ERR4059589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059589/VK177.final.bam	0c7c79f360ef87d35e408cab90f93311	3621679476	WGS	GENOMIC	RANDOM PCR	ILLUMINA	52562669	3280804379
ERR4059591	VK179	SAMEA6799953	Viking Age human sample	ERX4058376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059591/ERR4059591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059591/VK179.final.bam	0097d1b6116c153b7820c6c499b96f27	6021524366	WGS	GENOMIC	RANDOM PCR	ILLUMINA	96064745	5696359042
ERR4059592	VK180	SAMEA6799954	Viking Age human sample	ERX4058377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059592/ERR4059592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059592/VK180.final.bam	d36519a052c88a2de0378a13c86981a4	38879543	WGS	GENOMIC	RANDOM PCR	ILLUMINA	611120	28201542
ERR4059596	VK185	SAMEA6799958	Viking Age human sample	ERX4058381	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059596/ERR4059596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059596/VK185.final.bam	ebce40192960c6bd9dca30d928d2c957	9874531	WGS	GENOMIC	RANDOM PCR	ILLUMINA	151154	8389725
ERR4059601	VK191	SAMEA6799963	Viking Age human sample	ERX4058386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059601/ERR4059601.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059601/VK191.final.bam	089dc460ccc47d461cb6cfb31399fbe3	121671462	WGS	GENOMIC	RANDOM PCR	ILLUMINA	1642701	93320143
ERR4059604	VK200	SAMEA6799966	Viking Age human sample	ERX4058389	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059604/ERR4059604.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059604/VK200.final.bam	dc61d0f7e41b49f244391148976f2f89	58619584	WGS	GENOMIC	RANDOM PCR	ILLUMINA	909216	57006946
ERR4059606	VK202	SAMEA6799968	Viking Age human sample	ERX4058391	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059606/ERR4059606.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059606/VK202.final.bam	99f8b4c7ee6963f7f95872e791efd162	4061075334	WGS	GENOMIC	RANDOM PCR	ILLUMINA	62912501	3509277932
ERR4059608	VK204	SAMEA6799970	Viking Age human sample	ERX4058393	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059608/ERR4059608.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059608/VK204.final.bam	ae256671271f8f61a7c6d8d593a91923	3122616424	WGS	GENOMIC	RANDOM PCR	ILLUMINA	45975509	3190464223
ERR4059616	VK213	SAMEA6799978	Iron Age human sample	ERX4058401	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059616/ERR4059616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059616/VK213.final.bam	98b3568fbd317ea94e55c7d87fc9e61b	370581817	WGS	GENOMIC	RANDOM PCR	ILLUMINA	5472070	358632378
ERR4059623	VK220	SAMEA6799985	Viking Age human sample	ERX4058408	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059623/ERR4059623.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059623/VK220.final.bam	826d16d682b74ab7e22ccb4e9ee67ee3	5409303452	WGS	GENOMIC	RANDOM PCR	ILLUMINA	84934413	5619473741
ERR4059627	VK224	SAMEA6799989	Viking Age human sample	ERX4058412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059627/ERR4059627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059627/VK224.final.bam	a11029255993fa103054c590ab438476	877963592	WGS	GENOMIC	RANDOM PCR	ILLUMINA	15432776	677076575
ERR4059628	VK225	SAMEA6799990	Viking Age human sample	ERX4058413	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059628/ERR4059628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059628/VK225.final.bam	4fc006760be9d95d8ab8b59c6a62d576	1926962573	WGS	GENOMIC	RANDOM PCR	ILLUMINA	26105388	1839097338
ERR4059631	VK228	SAMEA6799993	Viking Age human sample	ERX4058416	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059631/ERR4059631.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059631/VK228.final.bam	a95141c6b65ff8c595909c1db8829949	193450360	WGS	GENOMIC	RANDOM PCR	ILLUMINA	2667755	164337005
ERR4059635	VK236	SAMEA6799997	Ancient human sample	ERX4058420	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059635/ERR4059635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059635/VK236.final.bam	8430db2e32b5b460ca1f3b125a0e8a40	4344834307	WGS	GENOMIC	RANDOM PCR	ILLUMINA	64270937	4477795796
ERR4059639	VK240	SAMEA6800001	Ancient human sample	ERX4058424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059639/ERR4059639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059639/VK240.final.bam	d4807b43ee8fe5b0983acf67bc176f41	2276926984	WGS	GENOMIC	RANDOM PCR	ILLUMINA	32182127	2250284415
