run_accession	sample_alias	sample_accession	sample_title	experiment_accession	fastq_ftp	submitted_ftp	submitted_md5	submitted_bytes	library_strategy	library_source	library_selection	instrument_platform	read_count	base_count
ERR4589253	Darra.I.Kur_d	SAMEA5607648	Ancient Central and South Asia	ERX4522915	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/003/ERR4589253/ERR4589253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589253/Darra.I.Kur_d.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589253/Darra.I.Kur_d.MT.bam.bai	009f17d0d86254241de0e5ea4ebda6c5;b45ebf228d76473d165fe944b5e8476b	425295820;6370048	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	5634374	264251679
ERR4589257	I10110	SAMEA5607981	Ancient Central and South Asia	ERX4522919		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589257/I10110.MT.bam	d74fa255e6471639fb16cebd856d5f78	582669927	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	11937527	633225857
ERR4589259	I10112	SAMEA5607983	Ancient Central and South Asia	ERX4522921		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589259/I10112.MT.bam	e2b7f5da9e083c0c26919ef79ccd5db8	763530226	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	15107650	854761043
ERR4589260	I10140	SAMEA5607591	Ancient Central and South Asia	ERX4522922		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589260/I10140.MT.bam	cedd75b3b7b982f6c4f6e31cd36c72c6	290985260	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	5059607	308866978
ERR4589266	I11461	SAMEA5607968	Ancient Central and South Asia	ERX4522928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/006/ERR4589266/ERR4589266.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589266/I11461.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589266/I11461.MT.bam.bai	9291c95164e0189f17581144a14e6dad;eba032f3cc66eed11423e61aca6829c6	5374161;3216608	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	116549	3652987
ERR4589270	I11469	SAMEA5607967	Ancient Central and South Asia	ERX4522932	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/000/ERR4589270/ERR4589270.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589270/I11469.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589270/I11469.MT.bam.bai	202ca027bbca9e416b63f385e0db5a3a;223e4d0049061b19e8e9519ecb502317	3117013;2631432	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	65017	2136330
ERR4589274	I11476	SAMEA5607961	Ancient Central and South Asia	ERX4522936		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589274/I11476.MT.bam	fb71c5933e7a93f115a8869b701488cb	700993528	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	14174642	684496754
ERR4589275	I11478	SAMEA5607962	Ancient Central and South Asia	ERX4522937		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589275/I11478.MT.bam	05fe1209e5685e6f67b922cfc7a114c4	733571685	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	15118431	703816704
ERR4589282	I8194	SAMEA5607701	Ancient Central and South Asia	ERX4522944		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589282/I8194.MT.bam	eafc2598c2b5480c3375e00b65ee5dfe	583153153	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	12302480	629726042
ERR4589293	I8526	SAMEA5607690	Ancient Central and South Asia	ERX4522955		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589293/I8526.MT.bam	57eee82fef80dcd65a85ad585089147e	17380540	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	333999	14216433
ERR4589294	I8527	SAMEA5607685	Ancient Central and South Asia	ERX4522956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/004/ERR4589294/ERR4589294.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589294/I8527.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589294/I8527.MT.bam.bai	e373cdbe1368da3b4eb60371e1883064;f8783dad90d3573afdbc64d62f1ba3e9	23554984;5029072	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	490222	20353697
ERR4589297	I8530	SAMEA5607683	Ancient Central and South Asia	ERX4522959	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/007/ERR4589297/ERR4589297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589297/I8530.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589297/I8530.MT.bam.bai	bb6f03894d7bf317bee5c8a4ab8bf61c;3f6057a739a1d0f8a246a28fc130fbb8	65766304;5684488	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1335966	59599030
ERR4589302	I8725	SAMEA5607966	Ancient Central and South Asia	ERX4522964		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589302/I8725.MT.bam	c484ba598a68e688abbd7882bff4b171	430390760	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	9288009	395511958
ERR4589308	I8999	SAMEA5607857	Ancient Central and South Asia	ERX4522970		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589308/I8999.MT.bam	a92f205cd32e3bb966c2d0bedd4ac8f7	578303549	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	11840253	557836715
ERR4589309	I8218	SAMEA5607595	Ancient Central and South Asia	ERX4522971		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589309/I8218.MT.bam	0e7c2407b4941fa51ab31c9dba798191	1529098150	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	31785917	1463234532
ERR4589313	I8219	SAMEA5607598	Ancient Central and South Asia	ERX4522975	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/003/ERR4589313/ERR4589313.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589313/I8219.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589313/I8219.MT.bam.bai	f9442d8503a31ca125ad72724db97a6c;8bc0a78c458bb7dc08ec9184fb702f94	515693323;6065328	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	10370802	479002220
ERR4589429	I0233	SAMEA5608045	Ancient Central and South Asia	ERX4523091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/009/ERR4589429/ERR4589429.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589429/I0233.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589429/I0233.MT.bam.bai	aa1363f4d7f9378cab31b5a1981d5823;ab81324eb12acda6ffbb419a8c35cbc2	354148;168	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	11760	646498
ERR4589430	I0244	SAMEA5607925	Ancient Central and South Asia	ERX4523092	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/000/ERR4589430/ERR4589430.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589430/I0244.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589430/I0244.MT.bam.bai	6b72153b191c4ed7afc7573e590bd04e;c3190e779fe950ea5931b157202561e2	311;96	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1	51
ERR4589435	I0360	SAMEA5608046	Ancient Central and South Asia	ERX4523097	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/005/ERR4589435/ERR4589435.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589435/I0360.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589435/I0360.MT.bam.bai	e8c5ff06ba15fc8e439d5e9484569860;1241ca3a5dda75daad3b9001637f7b0a	175765;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	5311	325971
ERR4589437	I0419	SAMEA5607923	Ancient Central and South Asia	ERX4523099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/007/ERR4589437/ERR4589437.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589437/I0419.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589437/I0419.MT.bam.bai	fb462b9a6af7d6d1e65dcf418a2aecfd;657753815c954eec099b4948bf211af0	2086594;168	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	61619	3939343
ERR4589439	I0422	SAMEA5608037	Ancient Central and South Asia	ERX4523101	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/009/ERR4589439/ERR4589439.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589439/I0422.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589439/I0422.MT.bam.bai	9d210e0c9756510ba904cd2feab1168f;95635a5dac55fe17c5f92e6ddf57c1da	4254230;184	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	123984	7927729
ERR4589442	I0431	SAMEA5608038	Ancient Central and South Asia	ERX4523104	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/002/ERR4589442/ERR4589442.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589442/I0431.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589442/I0431.MT.bam.bai	b845dbf4701aa38012b852ec9afc5219;3090dd7f6003eed5cb904d3f5b2a6fbf	1476346;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	46811	3006603
ERR4589443	I0442	SAMEA5607919	Ancient Central and South Asia	ERX4523105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/003/ERR4589443/ERR4589443.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589443/I0442.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589443/I0442.MT.bam.bai	afa1d81e119fff8182fcd264131a4c79;b92852bee2943180385990c6541d7fcb	69305;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1856	107878
ERR4589445	I0937	SAMEA5607987	Ancient Central and South Asia	ERX4523107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/005/ERR4589445/ERR4589445.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589445/I0937.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589445/I0937.MT.bam.bai	97e1d5bee6246122e5fb7b400ab612ff;35dd14a6c625e2d317f1c4bd3a993f7f	3118923;168	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	83154	5058260
ERR4589446	I0938	SAMEA5607988	Ancient Central and South Asia	ERX4523108	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/006/ERR4589446/ERR4589446.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589446/I0938.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589446/I0938.MT.bam.bai	36071f5e88b9e35731901eb3524648c9;ba4fb7eabb8d6fcd3a8805096428c269	1598327;168	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	42109	2527052
ERR4589449	I0942	SAMEA5608007	Ancient Central and South Asia	ERX4523111	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/009/ERR4589449/ERR4589449.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589449/I0942.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589449/I0942.MT.bam.bai	d4b8815573276d5feb879bf80c011e99;ecd5fecf14a85695f577af6b7037535a	2513437;168	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	69027	4148763
ERR4589451	I0944	SAMEA5607918	Ancient Central and South Asia	ERX4523113	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/001/ERR4589451/ERR4589451.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589451/I0944.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589451/I0944.MT.bam.bai	32b764eb6cb25cc3234c2acb36ea9f4e;8fd5fd8f7d70c1bce9188aa7fe4d3ca9	80385;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1728	93552
ERR4589454	I0980	SAMEA5608028	Ancient Central and South Asia	ERX4523116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/004/ERR4589454/ERR4589454.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589454/I0980.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589454/I0980.MT.bam.bai	799748ee1d55656c319b405602f9a7f3;b63914b8424fe8b21c06d889ae9032e5	196866;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	4842	279184
ERR4589455	I0982	SAMEA5607991	Ancient Central and South Asia	ERX4523117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/005/ERR4589455/ERR4589455.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589455/I0982.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589455/I0982.MT.bam.bai	93b73268c2abdd0e5b14dc72e914bc83;d32316b853a501b681c4a902373e7d58	141077;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	3194	186005
ERR4589460	I1003	SAMEA5608009	Ancient Central and South Asia	ERX4523122	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/000/ERR4589460/ERR4589460.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589460/I1003.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589460/I1003.MT.bam.bai	894955a3575ef1c0598c87b76ef398bd;5ff2fbfa6d7e3feede3f5179bfb47f4e	332417;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	8870	466375
ERR4589463	I1008	SAMEA5608011	Ancient Central and South Asia	ERX4523125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/003/ERR4589463/ERR4589463.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589463/I1008.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589463/I1008.MT.bam.bai	d0756c6d7bd16554194c8cc21dd61550;f11f94e8ee1e7cd6081de801168d1a67	1106226;168	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	28649	1635320
ERR4589464	I1010	SAMEA5608025	Ancient Central and South Asia	ERX4523126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/004/ERR4589464/ERR4589464.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589464/I1010.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589464/I1010.MT.bam.bai	f2ef0453f743a5d43da2e9096be64fe4;43b0e44ef87ab78c61d77837cb731e3e	431928;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	11138	642327
ERR4589466	I1013	SAMEA5607992	Ancient Central and South Asia	ERX4523128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/006/ERR4589466/ERR4589466.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589466/I1013.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589466/I1013.MT.bam.bai	4be8121f869fc904563171949bf0f9ef;734436c832c8cc10e4da20eefc864e6e	298779;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	7826	408113
ERR4589468	I1018	SAMEA5608012	Ancient Central and South Asia	ERX4523130	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/008/ERR4589468/ERR4589468.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589468/I1018.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589468/I1018.MT.bam.bai	cd9a54582059851ee223a294c93999ab;1e3d2b8ce805dd9cf6b9feb582a6d637	4580051;184	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	135636	7647279
ERR4589470	I1020	SAMEA5608031	Ancient Central and South Asia	ERX4523132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/000/ERR4589470/ERR4589470.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589470/I1020.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589470/I1020.MT.bam.bai	50cb55c233365d085174ae8bcb32e7da;9a45173ad28aee9fb34a122365d865df	3742210;184	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	109752	6274350
ERR4589473	I0984	SAMEA5608021	Ancient Central and South Asia	ERX4523135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/003/ERR4589473/ERR4589473.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589473/I0984.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589473/I0984.MT.bam.bai	d538a547eb5750942351c8fba4423884;05f3fc30d42eb0307d935badaabf7373	3923025;184	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	119147	6526066
ERR4589477	I1053	SAMEA5608005	Ancient Central and South Asia	ERX4523139	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/007/ERR4589477/ERR4589477.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589477/I1053.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589477/I1053.MT.bam.bai	5e7a12a97f1779698cd672fba09bac49;5700ec138aaa0a334f92ddef7ac93a26	7439347;248	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	216875	12541546
ERR4589479	I1055	SAMEA5608016	Ancient Central and South Asia	ERX4523141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/009/ERR4589479/ERR4589479.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589479/I1055.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589479/I1055.MT.bam.bai	82166ddfc9087c62a235c7aa2fa55c4d;98c7ea3b5553dafac04d9cbfb1d9a2df	3282907;184	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	102217	5365052
ERR4589482	I1058	SAMEA5608032	Ancient Central and South Asia	ERX4523144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/002/ERR4589482/ERR4589482.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589482/I1058.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589482/I1058.MT.bam.bai	3adabe952a367a10efda6d96e57ebb7d;413a9e6eb23712d3700bbc2165ab44a8	2319236;168	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	68121	3703588
ERR4589484	I1060	SAMEA5607995	Ancient Central and South Asia	ERX4523146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/004/ERR4589484/ERR4589484.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589484/I1060.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589484/I1060.MT.bam.bai	705907acbd6d82e7813226d3e20d9969;8fa2a1fdce4510b5f6008038d23dbdc5	498112;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	14072	730490
ERR4589485	I1061	SAMEA5607996	Ancient Central and South Asia	ERX4523147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/005/ERR4589485/ERR4589485.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589485/I1061.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589485/I1061.MT.bam.bai	2c8b978c8a30f34a1edb50e6300e1110;8a76141be42f55fcf3de5bf54f2ddc9f	318055;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	9068	458903
ERR4589488	I1064	SAMEA5608004	Ancient Central and South Asia	ERX4523150	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/008/ERR4589488/ERR4589488.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589488/I1064.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589488/I1064.MT.bam.bai	faa8df5e747f3c3a4df37dfce048b25f;c7a761dc45df7084637fb448db4f2087	7338775;200	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	225269	12464906
ERR4589490	I1082	SAMEA5608014	Ancient Central and South Asia	ERX4523152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/000/ERR4589490/ERR4589490.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589490/I1082.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589490/I1082.MT.bam.bai	637c11c372c49d74fd41907f194ccc6a;ade8e95ea6f4c55afa370f196c256b11	1090621;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	32925	1674936
ERR4589492	I1086	SAMEA5608018	Ancient Central and South Asia	ERX4523154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/002/ERR4589492/ERR4589492.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589492/I1086.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589492/I1086.MT.bam.bai	57fcf4669335c9872a59a900041006aa;bac55a4b08667443a5368c5e018b6140	2360434;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	71388	3868145
ERR4589499	I1784	SAMEA5607716	Ancient Central and South Asia	ERX4523161	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/009/ERR4589499/ERR4589499.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589499/I1784.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589499/I1784.MT.bam.bai	f31e42f51f483573671dd128b1107d65;803dd04fd52957d9c5e256bf4964befc	3001183;184	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	95584	5477486
ERR4589500	I1787	SAMEA5607705	Ancient Central and South Asia	ERX4523162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/000/ERR4589500/ERR4589500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589500/I1787.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589500/I1787.MT.bam.bai	be60d5192126277c82d01deb9366e12a;b1ccd0078ddf189c0f6f9c0fde55805d	181341;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	5322	244710
ERR4589504	I1792	SAMEA5607741	Ancient Central and South Asia	ERX4523166	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/004/ERR4589504/ERR4589504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589504/I1792.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589504/I1792.MT.bam.bai	d75f78259885bd1b28391dc151245b42;1d0c55887794c87c80cddc9ac0cdf1ce	968158;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	30550	1451070
ERR4589505	I1793	SAMEA5607704	Ancient Central and South Asia	ERX4523167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/005/ERR4589505/ERR4589505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589505/I1793.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589505/I1793.MT.bam.bai	b6fc9c9ab3453ec5b9a9423532e611d8;30ecc4b941431d979ae9524dcd8ffef0	1805121;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	56855	2892403
ERR4589507	I1805	SAMEA5607984	Ancient Central and South Asia	ERX4523169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/007/ERR4589507/ERR4589507.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589507/I1805.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589507/I1805.MT.bam.bai	a3414a1d7543d29dab7de73ff9365565;4bc9486609b73eb839c604359f7bd21e	1297724;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	41667	1993357
ERR4589514	I1853	SAMEA5607822	Ancient Central and South Asia	ERX4523176	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/004/ERR4589514/ERR4589514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589514/I1853.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589514/I1853.MT.bam.bai	01f743dd6a26cb5317c006fe1383a4dd;8a36ee3fb51b08dae43a9673fd8f7a12	182301;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	5610	256837
ERR4589519	I1946	SAMEA5607671	Ancient Central and South Asia	ERX4523181	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/009/ERR4589519/ERR4589519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589519/I1946.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589519/I1946.MT.bam.bai	b638a149ba6771eac5f9479b2a9e5796;e20ba47fcd637b80cdc86f2170e61da7	154627;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	4598	204373
ERR4589520	I1947	SAMEA5607669	Ancient Central and South Asia	ERX4523182	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/000/ERR4589520/ERR4589520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589520/I1947.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589520/I1947.MT.bam.bai	276ad8502d85a4cb5c1b161850b544f3;c0082e3eaf5cf8023a5501b6f9f273c7	1402715;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	44996	2151054
ERR4589524	I1954	SAMEA5607670	Ancient Central and South Asia	ERX4523186	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/004/ERR4589524/ERR4589524.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589524/I1954.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589524/I1954.MT.bam.bai	99cd77e3f02ba9962687197ffe3294f8;fbda6c24c9689a6e22b169de74934e99	848291;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	27234	1199655
ERR4589525	I1958	SAMEA5608072	Ancient Central and South Asia	ERX4523187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/005/ERR4589525/ERR4589525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589525/I1958.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589525/I1958.MT.bam.bai	2e1b939c46d5ab200e6144eb7d038490;bef412ca70a9c698182170eb52de6dd2	106652;152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	2988	152798
ERR4589529	I1994	SAMEA5608076	Ancient Central and South Asia	ERX4523191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/009/ERR4589529/ERR4589529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589529/I1994.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589529/I1994.MT.bam.bai	dc0cf3279a1b2e68d024b79c5a738133;bf531f10234122dd302a145ed51c5bff	977200;168	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	30765	1455793
